time;work;work cumulative
112;0.0;9.92E7
113;1600000.0;1.008E8
114;0.0;1.008E8
115;1600000.0;1.024E8
116;0.0;1.024E8
117;1600000.0;1.04E8
118;1596800.0;1.055968E8
119;3200.0;1.056E8
120;1600000.0;1.072E8
121;0.0;1.072E8
122;1600000.0;1.088E8
123;0.0;1.088E8
124;1600000.0;1.104E8
125;0.0;1.104E8
126;1600000.0;1.12E8
127;1596800.0;1.135968E8
128;3200.0;1.136E8
129;1600000.0;1.152E8
130;0.0;1.152E8
131;1600000.0;1.168E8
132;0.0;1.168E8
133;1600000.0;1.184E8
134;0.0;1.184E8
135;1600000.0;1.2E8
136;1598400.0;1.215984E8
137;1600.0;1.216E8
138;1600000.0;1.232E8
139;0.0;1.232E8
140;1600000.0;1.248E8
141;0.0;1.248E8
142;1600000.0;1.264E8
143;0.0;1.264E8
144;1600000.0;1.28E8
145;1598400.0;1.295984E8
146;1600.0;1.296E8
147;1600000.0;1.312E8
148;0.0;1.312E8
149;1600000.0;1.328E8
150;0.0;1.328E8
151;1600000.0;1.344E8
152;0.0;1.344E8
153;1600000.0;1.36E8
154;1598400.0;1.375984E8
155;1600.0;1.376E8
156;1600000.0;1.392E8
157;0.0;1.392E8
158;1600000.0;1.408E8
159;0.0;1.408E8
160;1600000.0;1.424E8
161;0.0;1.424E8
162;1600000.0;1.44E8
163;1598400.0;1.455984E8
164;1600.0;1.456E8
165;1600000.0;1.472E8
166;0.0;1.472E8
167;1600000.0;1.488E8
168;0.0;1.488E8
169;1600000.0;1.504E8
170;0.0;1.504E8
171;1600000.0;1.52E8
172;1598400.0;1.535984E8
173;1600.0;1.536E8
174;1600000.0;1.552E8
175;0.0;1.552E8
176;1600000.0;1.568E8
177;0.0;1.568E8
178;1600000.0;1.584E8
179;0.0;1.584E8
180;1600000.0;1.6E8
181;1598400.0;1.615984E8
182;1600.0;1.616E8
183;1600000.0;1.632E8
184;0.0;1.632E8
185;1600000.0;1.648E8
186;0.0;1.648E8
187;1600000.0;1.664E8
188;0.0;1.664E8
189;1600000.0;1.68E8
190;1598400.0;1.695984E8
191;1600.0;1.696E8
192;1600000.0;1.712E8
193;0.0;1.712E8
194;1600000.0;1.728E8
195;0.0;1.728E8
196;1600000.0;1.744E8
197;0.0;1.744E8
198;1600000.0;1.76E8
199;1598400.0;1.775984E8
200;1600.0;1.776E8
201;1600000.0;1.792E8
202;0.0;1.792E8
203;1600000.0;1.808E8
204;0.0;1.808E8
205;1600000.0;1.824E8
206;0.0;1.824E8
207;1600000.0;1.84E8
208;1598400.0;1.855984E8
209;1600.0;1.856E8
210;1600000.0;1.872E8
211;0.0;1.872E8
212;1600000.0;1.888E8
213;0.0;1.888E8
214;1600000.0;1.904E8
215;0.0;1.904E8
216;1600000.0;1.92E8
217;1598400.0;1.935984E8
218;1600.0;1.936E8
219;1600000.0;1.952E8
220;0.0;1.952E8
221;1600000.0;1.968E8
222;0.0;1.968E8
223;1600000.0;1.984E8
224;0.0;1.984E8
225;1600000.0;2.0E8
226;1598400.0;2.015984E8
227;1600.0;2.016E8
228;1600000.0;2.032E8
229;0.0;2.032E8
230;1600000.0;2.048E8
231;0.0;2.048E8
232;1600000.0;2.064E8
233;0.0;2.064E8
234;1600000.0;2.08E8
235;1598400.0;2.095984E8
236;1600.0;2.096E8
237;1600000.0;2.112E8
238;0.0;2.112E8
239;1600000.0;2.128E8
240;0.0;2.128E8
241;1600000.0;2.144E8
242;0.0;2.144E8
243;1600000.0;2.16E8
244;1598400.0;2.175984E8
245;1600.0;2.176E8
246;1600000.0;2.192E8
247;0.0;2.192E8
248;1600000.0;2.208E8
249;0.0;2.208E8
250;1600000.0;2.224E8
251;0.0;2.224E8
252;1600000.0;2.24E8
253;1598400.0;2.255984E8
254;1600.0;2.256E8
255;1600000.0;2.272E8
256;0.0;2.272E8
257;1600000.0;2.288E8
258;0.0;2.288E8
259;1600000.0;2.304E8
260;0.0;2.304E8
261;1600000.0;2.32E8
262;1596800.0;2.335968E8
263;3200.0;2.336E8
264;1600000.0;2.352E8
265;0.0;2.352E8
266;1600000.0;2.368E8
267;0.0;2.368E8
268;1600000.0;2.384E8
269;0.0;2.384E8
270;1600000.0;2.4E8
271;1596800.0;2.415968E8
272;3200.0;2.416E8
273;1600000.0;2.432E8
274;0.0;2.432E8
275;1600000.0;2.448E8
276;0.0;2.448E8
277;1600000.0;2.464E8
278;0.0;2.464E8
279;1600000.0;2.48E8
280;1596800.0;2.495968E8
281;3200.0;2.496E8
282;1600000.0;2.512E8
283;0.0;2.512E8
284;1600000.0;2.528E8
285;0.0;2.528E8
286;1600000.0;2.544E8
287;0.0;2.544E8
288;1600000.0;2.56E8
289;1596800.0;2.575968E8
290;3200.0;2.576E8
291;1600000.0;2.592E8
292;0.0;2.592E8
293;1600000.0;2.608E8
294;0.0;2.608E8
295;1600000.0;2.624E8
296;0.0;2.624E8
297;1600000.0;2.64E8
298;1596800.0;2.655968E8
299;3200.0;2.656E8
300;1600000.0;2.672E8
301;0.0;2.672E8
302;1600000.0;2.688E8
303;0.0;2.688E8
304;1600000.0;2.704E8
305;0.0;2.704E8
306;1600000.0;2.72E8
307;1596800.0;2.735968E8
308;3200.0;2.736E8
309;1600000.0;2.752E8
310;0.0;2.752E8
311;1600000.0;2.768E8
312;0.0;2.768E8
313;1600000.0;2.784E8
314;0.0;2.784E8
315;1600000.0;2.8E8
316;1596800.0;2.815968E8
317;3200.0;2.816E8
318;1600000.0;2.832E8
319;0.0;2.832E8
320;1600000.0;2.848E8
321;0.0;2.848E8
322;1600000.0;2.864E8
323;0.0;2.864E8
324;1600000.0;2.88E8
325;1596800.0;2.895968E8
326;3200.0;2.896E8
327;1600000.0;2.912E8
328;0.0;2.912E8
329;1600000.0;2.928E8
330;0.0;2.928E8
331;1600000.0;2.944E8
332;0.0;2.944E8
333;1600000.0;2.96E8
334;1596800.0;2.975968E8
335;3200.0;2.976E8
336;1600000.0;2.992E8
337;0.0;2.992E8
338;1600000.0;3.008E8
339;0.0;3.008E8
340;1600000.0;3.024E8
341;0.0;3.024E8
342;1600000.0;3.04E8
343;1596800.0;3.055968E8
344;3200.0;3.056E8
345;1600000.0;3.072E8
346;0.0;3.072E8
347;1600000.0;3.088E8
348;0.0;3.088E8
349;1600000.0;3.104E8
350;0.0;3.104E8
351;1600000.0;3.12E8
352;1596800.0;3.135968E8
353;3200.0;3.136E8
354;1600000.0;3.152E8
355;0.0;3.152E8
356;1600000.0;3.168E8
357;0.0;3.168E8
358;1600000.0;3.184E8
359;0.0;3.184E8
360;1600000.0;3.2E8
361;1596800.0;3.215968E8
362;3200.0;3.216E8
363;1600000.0;3.232E8
364;0.0;3.232E8
365;1600000.0;3.248E8
366;0.0;3.248E8
367;1600000.0;3.264E8
368;0.0;3.264E8
369;1600000.0;3.28E8
370;1596800.0;3.295968E8
371;3200.0;3.296E8
372;1600000.0;3.312E8
373;0.0;3.312E8
374;1600000.0;3.328E8
375;0.0;3.328E8
376;1600000.0;3.344E8
377;0.0;3.344E8
378;1600000.0;3.36E8
379;1596800.0;3.375968E8
380;3200.0;3.376E8
381;1600000.0;3.392E8
382;0.0;3.392E8
383;1600000.0;3.408E8
384;0.0;3.408E8
385;1600000.0;3.424E8
386;0.0;3.424E8
387;1600000.0;3.44E8
388;1596800.0;3.455968E8
389;3200.0;3.456E8
390;1600000.0;3.472E8
391;0.0;3.472E8
392;1600000.0;3.488E8
393;0.0;3.488E8
394;1600000.0;3.504E8
395;0.0;3.504E8
396;1600000.0;3.52E8
397;1596800.0;3.535968E8
398;3200.0;3.536E8
399;1600000.0;3.552E8
400;0.0;3.552E8
401;1600000.0;3.568E8
402;0.0;3.568E8
403;1600000.0;3.584E8
404;0.0;3.584E8
405;1600000.0;3.6E8
406;1596800.0;3.615968E8
407;3200.0;3.616E8
408;1600000.0;3.632E8
409;0.0;3.632E8
410;1600000.0;3.648E8
411;0.0;3.648E8
412;1600000.0;3.664E8
413;0.0;3.664E8
414;1600000.0;3.68E8
415;1596800.0;3.695968E8
416;3200.0;3.696E8
417;1600000.0;3.712E8
418;0.0;3.712E8
419;1600000.0;3.728E8
420;0.0;3.728E8
421;1600000.0;3.744E8
422;0.0;3.744E8
423;1600000.0;3.76E8
424;1596800.0;3.775968E8
425;3200.0;3.776E8
426;1600000.0;3.792E8
427;0.0;3.792E8
428;1600000.0;3.808E8
429;0.0;3.808E8
430;1600000.0;3.824E8
431;0.0;3.824E8
432;1600000.0;3.84E8
433;1596800.0;3.855968E8
434;3200.0;3.856E8
435;1600000.0;3.872E8
436;0.0;3.872E8
437;1600000.0;3.888E8
438;0.0;3.888E8
439;1600000.0;3.904E8
440;0.0;3.904E8
441;1600000.0;3.92E8
442;1596800.0;3.935968E8
443;3200.0;3.936E8
444;1600000.0;3.952E8
445;0.0;3.952E8
446;1600000.0;3.968E8
447;0.0;3.968E8
448;1600000.0;3.984E8
449;0.0;3.984E8
450;1600000.0;4.0E8
451;1596800.0;4.015968E8
452;3200.0;4.016E8
453;1600000.0;4.032E8
454;0.0;4.032E8
455;1600000.0;4.048E8
456;0.0;4.048E8
457;1600000.0;4.064E8
458;0.0;4.064E8
459;1600000.0;4.08E8
460;1596800.0;4.095968E8
461;3200.0;4.096E8
462;1600000.0;4.112E8
463;0.0;4.112E8
464;1600000.0;4.128E8
465;0.0;4.128E8
466;1600000.0;4.144E8
467;0.0;4.144E8
468;1600000.0;4.16E8
469;1596800.0;4.175968E8
470;3200.0;4.176E8
471;1600000.0;4.192E8
472;0.0;4.192E8
473;1600000.0;4.208E8
474;0.0;4.208E8
475;1600000.0;4.224E8
476;0.0;4.224E8
477;1600000.0;4.24E8
478;1596800.0;4.255968E8
479;3200.0;4.256E8
480;1600000.0;4.272E8
481;0.0;4.272E8
482;1600000.0;4.288E8
483;0.0;4.288E8
484;1600000.0;4.304E8
485;0.0;4.304E8
486;1600000.0;4.32E8
487;1596800.0;4.335968E8
488;3200.0;4.336E8
489;1600000.0;4.352E8
490;0.0;4.352E8
491;1600000.0;4.368E8
492;0.0;4.368E8
493;1600000.0;4.384E8
494;0.0;4.384E8
495;1600000.0;4.4E8
496;1596800.0;4.415968E8
497;3200.0;4.416E8
498;1600000.0;4.432E8
499;0.0;4.432E8
500;1600000.0;4.448E8
501;0.0;4.448E8
502;1600000.0;4.464E8
503;0.0;4.464E8
504;1600000.0;4.48E8
505;1596800.0;4.495968E8
506;3200.0;4.496E8
507;1600000.0;4.512E8
508;0.0;4.512E8
509;1600000.0;4.528E8
510;0.0;4.528E8
511;1600000.0;4.544E8
512;0.0;4.544E8
513;1600000.0;4.56E8
514;1596800.0;4.575968E8
515;3200.0;4.576E8
516;1600000.0;4.592E8
517;0.0;4.592E8
518;1600000.0;4.608E8
519;0.0;4.608E8
520;1600000.0;4.624E8
521;0.0;4.624E8
522;1600000.0;4.64E8
523;1596800.0;4.655968E8
524;3200.0;4.656E8
525;1600000.0;4.672E8
526;0.0;4.672E8
527;1600000.0;4.688E8
528;0.0;4.688E8
529;1600000.0;4.704E8
530;0.0;4.704E8
531;1600000.0;4.72E8
532;1596800.0;4.735968E8
533;3200.0;4.736E8
534;1600000.0;4.752E8
535;0.0;4.752E8
536;1600000.0;4.768E8
537;0.0;4.768E8
538;1600000.0;4.784E8
539;0.0;4.784E8
540;1600000.0;4.8E8
541;1596800.0;4.815968E8
542;3200.0;4.816E8
543;1600000.0;4.832E8
544;0.0;4.832E8
545;1600000.0;4.848E8
546;0.0;4.848E8
547;1600000.0;4.864E8
548;0.0;4.864E8
549;1600000.0;4.88E8
550;1596800.0;4.895968E8
551;3200.0;4.896E8
552;1600000.0;4.912E8
553;0.0;4.912E8
554;1600000.0;4.928E8
555;0.0;4.928E8
556;1600000.0;4.944E8
557;0.0;4.944E8
558;1600000.0;4.96E8
559;1596800.0;4.975968E8
560;3200.0;4.976E8
561;1600000.0;4.992E8
562;0.0;4.992E8
563;1600000.0;5.008E8
564;0.0;5.008E8
565;1600000.0;5.024E8
566;0.0;5.024E8
567;1600000.0;5.04E8
568;1596800.0;5.055968E8
569;3200.0;5.056E8
570;1600000.0;5.072E8
571;0.0;5.072E8
572;1600000.0;5.088E8
573;0.0;5.088E8
574;1600000.0;5.104E8
575;0.0;5.104E8
576;1600000.0;5.12E8
577;1596800.0;5.135968E8
578;3200.0;5.136E8
579;1600000.0;5.152E8
580;0.0;5.152E8
581;1600000.0;5.168E8
582;0.0;5.168E8
583;1600000.0;5.184E8
584;0.0;5.184E8
585;1600000.0;5.2E8
586;1596800.0;5.215968E8
587;3200.0;5.216E8
588;1600000.0;5.232E8
589;0.0;5.232E8
590;1600000.0;5.248E8
591;0.0;5.248E8
592;1600000.0;5.264E8
593;0.0;5.264E8
594;1600000.0;5.28E8
595;1596800.0;5.295968E8
596;3200.0;5.296E8
597;1600000.0;5.312E8
598;0.0;5.312E8
599;1600000.0;5.328E8
600;0.0;5.328E8
601;1600000.0;5.344E8
602;0.0;5.344E8
603;1600000.0;5.36E8
604;1596800.0;5.375968E8
605;3200.0;5.376E8
606;1600000.0;5.392E8
607;0.0;5.392E8
608;1600000.0;5.408E8
609;0.0;5.408E8
610;1600000.0;5.424E8
611;0.0;5.424E8
612;1600000.0;5.44E8
613;1596800.0;5.455968E8
614;3200.0;5.456E8
615;1600000.0;5.472E8
616;0.0;5.472E8
617;1600000.0;5.488E8
618;0.0;5.488E8
619;1600000.0;5.504E8
620;0.0;5.504E8
621;1600000.0;5.52E8
622;1596800.0;5.535968E8
623;3200.0;5.536E8
624;1600000.0;5.552E8
625;0.0;5.552E8
626;1600000.0;5.568E8
627;0.0;5.568E8
628;1600000.0;5.584E8
629;0.0;5.584E8
630;1600000.0;5.6E8
631;1596800.0;5.615968E8
632;3200.0;5.616E8
633;1600000.0;5.632E8
634;0.0;5.632E8
635;1600000.0;5.648E8
636;0.0;5.648E8
637;1600000.0;5.664E8
638;0.0;5.664E8
639;1600000.0;5.68E8
640;1596800.0;5.695968E8
641;3200.0;5.696E8
642;1600000.0;5.712E8
643;0.0;5.712E8
644;1600000.0;5.728E8
645;0.0;5.728E8
646;1600000.0;5.744E8
647;0.0;5.744E8
648;1600000.0;5.76E8
649;1596800.0;5.775968E8
650;3200.0;5.776E8
651;1600000.0;5.792E8
652;0.0;5.792E8
653;1600000.0;5.808E8
654;0.0;5.808E8
655;1600000.0;5.824E8
656;0.0;5.824E8
657;1600000.0;5.84E8
658;1596800.0;5.855968E8
659;3200.0;5.856E8
660;1600000.0;5.872E8
661;0.0;5.872E8
662;1600000.0;5.888E8
663;0.0;5.888E8
664;1600000.0;5.904E8
665;0.0;5.904E8
666;1600000.0;5.92E8
667;1596800.0;5.935968E8
668;3200.0;5.936E8
669;1600000.0;5.952E8
670;0.0;5.952E8
671;1600000.0;5.968E8
672;0.0;5.968E8
673;1600000.0;5.984E8
674;0.0;5.984E8
675;1600000.0;6.0E8
676;1596800.0;6.015968E8
677;3200.0;6.016E8
678;1600000.0;6.032E8
679;0.0;6.032E8
680;1600000.0;6.048E8
681;0.0;6.048E8
682;1600000.0;6.064E8
683;0.0;6.064E8
684;1600000.0;6.08E8
685;1596800.0;6.095968E8
686;3200.0;6.096E8
687;1600000.0;6.112E8
688;0.0;6.112E8
689;1600000.0;6.128E8
690;0.0;6.128E8
691;1600000.0;6.144E8
692;0.0;6.144E8
693;1600000.0;6.16E8
694;1596800.0;6.175968E8
695;3200.0;6.176E8
696;1600000.0;6.192E8
697;0.0;6.192E8
698;1600000.0;6.208E8
699;0.0;6.208E8
700;1600000.0;6.224E8
701;0.0;6.224E8
702;1600000.0;6.24E8
703;1596800.0;6.255968E8
704;3200.0;6.256E8
705;1600000.0;6.272E8
706;0.0;6.272E8
707;1600000.0;6.288E8
708;0.0;6.288E8
709;1600000.0;6.304E8
710;0.0;6.304E8
711;1600000.0;6.32E8
712;1596800.0;6.335968E8
713;3200.0;6.336E8
714;1600000.0;6.352E8
715;0.0;6.352E8
716;1600000.0;6.368E8
717;0.0;6.368E8
718;1600000.0;6.384E8
719;0.0;6.384E8
720;1600000.0;6.4E8
721;1596800.0;6.415968E8
722;3200.0;6.416E8
723;1600000.0;6.432E8
724;0.0;6.432E8
725;1600000.0;6.448E8
726;0.0;6.448E8
727;1600000.0;6.464E8
728;0.0;6.464E8
729;1600000.0;6.48E8
730;1596800.0;6.495968E8
731;3200.0;6.496E8
732;1600000.0;6.512E8
733;0.0;6.512E8
734;1600000.0;6.528E8
735;0.0;6.528E8
736;1600000.0;6.544E8
737;0.0;6.544E8
738;1600000.0;6.56E8
739;1596800.0;6.575968E8
740;3200.0;6.576E8
741;1600000.0;6.592E8
742;0.0;6.592E8
743;1600000.0;6.608E8
744;0.0;6.608E8
745;1600000.0;6.624E8
746;0.0;6.624E8
747;1600000.0;6.64E8
748;1596800.0;6.655968E8
749;3200.0;6.656E8
750;1600000.0;6.672E8
751;0.0;6.672E8
752;1600000.0;6.688E8
753;0.0;6.688E8
754;1600000.0;6.704E8
755;0.0;6.704E8
756;1600000.0;6.72E8
757;1596800.0;6.735968E8
758;3200.0;6.736E8
759;1600000.0;6.752E8
760;0.0;6.752E8
761;1600000.0;6.768E8
762;0.0;6.768E8
763;1600000.0;6.784E8
764;0.0;6.784E8
765;1600000.0;6.8E8
766;1596800.0;6.815968E8
767;3200.0;6.816E8
768;1600000.0;6.832E8
769;0.0;6.832E8
770;1600000.0;6.848E8
771;0.0;6.848E8
772;1600000.0;6.864E8
773;0.0;6.864E8
774;1600000.0;6.88E8
775;1596800.0;6.895968E8
776;3200.0;6.896E8
777;1600000.0;6.912E8
778;0.0;6.912E8
779;1600000.0;6.928E8
780;0.0;6.928E8
781;1600000.0;6.944E8
782;0.0;6.944E8
783;1600000.0;6.96E8
784;1596800.0;6.975968E8
785;3200.0;6.976E8
786;1600000.0;6.992E8
787;0.0;6.992E8
788;1600000.0;7.008E8
789;0.0;7.008E8
790;1600000.0;7.024E8
791;0.0;7.024E8
792;1600000.0;7.04E8
793;1596800.0;7.055968E8
794;3200.0;7.056E8
795;1600000.0;7.072E8
796;0.0;7.072E8
797;1600000.0;7.088E8
798;0.0;7.088E8
799;1600000.0;7.104E8
800;0.0;7.104E8
801;1600000.0;7.12E8
802;1596800.0;7.135968E8
803;3200.0;7.136E8
804;1600000.0;7.152E8
805;0.0;7.152E8
806;1600000.0;7.168E8
807;0.0;7.168E8
808;1600000.0;7.184E8
809;0.0;7.184E8
810;1600000.0;7.2E8
811;1596800.0;7.215968E8
812;3200.0;7.216E8
813;1600000.0;7.232E8
814;0.0;7.232E8
815;1600000.0;7.248E8
816;0.0;7.248E8
817;1600000.0;7.264E8
818;0.0;7.264E8
819;1600000.0;7.28E8
820;1596800.0;7.295968E8
821;3200.0;7.296E8
822;1600000.0;7.312E8
823;0.0;7.312E8
824;1600000.0;7.328E8
825;0.0;7.328E8
826;1600000.0;7.344E8
827;0.0;7.344E8
828;1600000.0;7.36E8
829;1596800.0;7.375968E8
830;3200.0;7.376E8
831;1600000.0;7.392E8
832;0.0;7.392E8
833;1600000.0;7.408E8
834;0.0;7.408E8
835;1600000.0;7.424E8
836;0.0;7.424E8
837;1600000.0;7.44E8
838;1596800.0;7.455968E8
839;3200.0;7.456E8
840;1600000.0;7.472E8
841;0.0;7.472E8
842;1600000.0;7.488E8
843;0.0;7.488E8
844;1600000.0;7.504E8
845;0.0;7.504E8
846;1600000.0;7.52E8
847;1596800.0;7.535968E8
848;3200.0;7.536E8
849;1600000.0;7.552E8
850;0.0;7.552E8
851;1600000.0;7.568E8
852;0.0;7.568E8
853;1600000.0;7.584E8
854;0.0;7.584E8
855;1600000.0;7.6E8
856;1596800.0;7.615968E8
857;3200.0;7.616E8
858;1600000.0;7.632E8
859;0.0;7.632E8
860;1600000.0;7.648E8
861;0.0;7.648E8
862;1600000.0;7.664E8
863;0.0;7.664E8
864;1600000.0;7.68E8
865;1596800.0;7.695968E8
866;3200.0;7.696E8
867;1600000.0;7.712E8
868;0.0;7.712E8
869;1600000.0;7.728E8
870;0.0;7.728E8
871;1600000.0;7.744E8
872;0.0;7.744E8
873;1600000.0;7.76E8
874;1596800.0;7.775968E8
875;3200.0;7.776E8
876;1600000.0;7.792E8
877;0.0;7.792E8
878;1600000.0;7.808E8
879;0.0;7.808E8
880;1600000.0;7.824E8
881;0.0;7.824E8
882;1600000.0;7.84E8
883;1596800.0;7.855968E8
884;3200.0;7.856E8
885;1600000.0;7.872E8
886;0.0;7.872E8
887;1600000.0;7.888E8
888;0.0;7.888E8
889;1600000.0;7.904E8
890;0.0;7.904E8
891;1600000.0;7.92E8
892;1596800.0;7.935968E8
893;3200.0;7.936E8
894;1600000.0;7.952E8
895;0.0;7.952E8
896;1600000.0;7.968E8
897;0.0;7.968E8
898;1600000.0;7.984E8
899;0.0;7.984E8
900;1600000.0;8.0E8
901;1596800.0;8.015968E8
902;3200.0;8.016E8
903;1600000.0;8.032E8
904;0.0;8.032E8
905;1600000.0;8.048E8
906;0.0;8.048E8
907;1600000.0;8.064E8
908;0.0;8.064E8
909;1600000.0;8.08E8
910;1596800.0;8.095968E8
911;3200.0;8.096E8
912;1600000.0;8.112E8
913;0.0;8.112E8
914;1600000.0;8.128E8
915;0.0;8.128E8
916;1600000.0;8.144E8
917;0.0;8.144E8
918;1600000.0;8.16E8
919;1596800.0;8.175968E8
920;3200.0;8.176E8
921;1600000.0;8.192E8
922;0.0;8.192E8
923;1600000.0;8.208E8
924;0.0;8.208E8
925;1600000.0;8.224E8
926;0.0;8.224E8
927;1600000.0;8.24E8
928;1596800.0;8.255968E8
929;3200.0;8.256E8
930;1600000.0;8.272E8
931;0.0;8.272E8
932;1600000.0;8.288E8
933;0.0;8.288E8
934;1600000.0;8.304E8
935;0.0;8.304E8
936;1600000.0;8.32E8
937;1596800.0;8.335968E8
938;3200.0;8.336E8
939;1600000.0;8.352E8
940;0.0;8.352E8
941;1600000.0;8.368E8
942;0.0;8.368E8
943;1600000.0;8.384E8
944;0.0;8.384E8
945;1600000.0;8.4E8
946;1596800.0;8.415968E8
947;3200.0;8.416E8
948;1600000.0;8.432E8
949;0.0;8.432E8
950;1600000.0;8.448E8
951;0.0;8.448E8
952;1600000.0;8.464E8
953;0.0;8.464E8
954;1600000.0;8.48E8
955;1596800.0;8.495968E8
956;3200.0;8.496E8
957;1600000.0;8.512E8
958;0.0;8.512E8
959;1600000.0;8.528E8
960;0.0;8.528E8
961;1600000.0;8.544E8
962;0.0;8.544E8
963;1600000.0;8.56E8
964;1596800.0;8.575968E8
965;3200.0;8.576E8
966;1600000.0;8.592E8
967;0.0;8.592E8
968;1600000.0;8.608E8
969;0.0;8.608E8
970;1600000.0;8.624E8
971;0.0;8.624E8
972;1600000.0;8.64E8
973;1596800.0;8.655968E8
974;3200.0;8.656E8
975;1600000.0;8.672E8
976;0.0;8.672E8
977;1600000.0;8.688E8
978;0.0;8.688E8
979;1600000.0;8.704E8
980;0.0;8.704E8
981;1600000.0;8.72E8
982;1596800.0;8.735968E8
983;3200.0;8.736E8
984;1600000.0;8.752E8
985;0.0;8.752E8
986;1600000.0;8.768E8
987;0.0;8.768E8
988;1600000.0;8.784E8
989;0.0;8.784E8
990;1600000.0;8.8E8
991;1596800.0;8.815968E8
992;3200.0;8.816E8
993;1600000.0;8.832E8
994;0.0;8.832E8
995;1600000.0;8.848E8
996;0.0;8.848E8
997;1600000.0;8.864E8
998;0.0;8.864E8
999;1600000.0;8.88E8
1000;1596800.0;8.895968E8
1001;3200.0;8.896E8
1002;1600000.0;8.912E8
1003;0.0;8.912E8
1004;1600000.0;8.928E8
1005;0.0;8.928E8
1006;1600000.0;8.944E8
1007;0.0;8.944E8
1008;1600000.0;8.96E8
1009;1596800.0;8.975968E8
1010;3200.0;8.976E8
1011;1600000.0;8.992E8
1012;0.0;8.992E8
1013;1600000.0;9.008E8
1014;0.0;9.008E8
1015;1600000.0;9.024E8
1016;0.0;9.024E8
1017;1600000.0;9.04E8
1018;1596800.0;9.055968E8
1019;3200.0;9.056E8
1020;1600000.0;9.072E8
1021;0.0;9.072E8
1022;1600000.0;9.088E8
1023;0.0;9.088E8
1024;1598400.0;9.103984E8
1025;1600.0;9.104E8
1026;1600000.0;9.12E8
1027;1596800.0;9.135968E8
1028;3200.0;9.136E8
1029;1600000.0;9.152E8
1030;0.0;9.152E8
1031;1600000.0;9.168E8
1032;0.0;9.168E8
1033;1600000.0;9.184E8
1034;0.0;9.184E8
1035;1600000.0;9.2E8
1036;1596800.0;9.215968E8
1037;3200.0;9.216E8
1038;1600000.0;9.232E8
1039;0.0;9.232E8
1040;1600000.0;9.248E8
1041;0.0;9.248E8
1042;1600000.0;9.264E8
1043;0.0;9.264E8
1044;1600000.0;9.28E8
1045;1596800.0;9.295968E8
1046;3200.0;9.296E8
1047;1600000.0;9.312E8
1048;0.0;9.312E8
1049;1600000.0;9.328E8
1050;0.0;9.328E8
1051;1600000.0;9.344E8
1052;0.0;9.344E8
1053;1600000.0;9.36E8
1054;1596800.0;9.375968E8
1055;3200.0;9.376E8
1056;1600000.0;9.392E8
1057;0.0;9.392E8
1058;1600000.0;9.408E8
1059;0.0;9.408E8
1060;1600000.0;9.424E8
1061;0.0;9.424E8
1062;1600000.0;9.44E8
1063;1596800.0;9.455968E8
1064;3200.0;9.456E8
1065;1600000.0;9.472E8
1066;0.0;9.472E8
1067;1600000.0;9.488E8
1068;0.0;9.488E8
1069;1600000.0;9.504E8
1070;0.0;9.504E8
1071;1600000.0;9.52E8
1072;1596800.0;9.535968E8
1073;3200.0;9.536E8
1074;1600000.0;9.552E8
1075;0.0;9.552E8
1076;1600000.0;9.568E8
1077;0.0;9.568E8
1078;1600000.0;9.584E8
1079;0.0;9.584E8
1080;1600000.0;9.6E8
1081;1596800.0;9.615968E8
1082;3200.0;9.616E8
1083;1600000.0;9.632E8
1084;0.0;9.632E8
1085;1600000.0;9.648E8
1086;0.0;9.648E8
1087;1600000.0;9.664E8
1088;0.0;9.664E8
1089;1600000.0;9.68E8
1090;1596800.0;9.695968E8
1091;3200.0;9.696E8
1092;1600000.0;9.712E8
1093;0.0;9.712E8
1094;1600000.0;9.728E8
1095;0.0;9.728E8
1096;1600000.0;9.744E8
1097;0.0;9.744E8
1098;1600000.0;9.76E8
1099;1596800.0;9.775968E8
1100;3200.0;9.776E8
1101;1600000.0;9.792E8
1102;0.0;9.792E8
1103;1600000.0;9.808E8
1104;0.0;9.808E8
1105;1600000.0;9.824E8
1106;0.0;9.824E8
1107;1600000.0;9.84E8
1108;1596800.0;9.855968E8
1109;3200.0;9.856E8
1110;1600000.0;9.872E8
1111;0.0;9.872E8
1112;1600000.0;9.888E8
1113;0.0;9.888E8
1114;1600000.0;9.904E8
1115;0.0;9.904E8
1116;1600000.0;9.92E8
1117;1596800.0;9.935968E8
1118;3200.0;9.936E8
1119;1600000.0;9.952E8
1120;0.0;9.952E8
1121;1600000.0;9.968E8
1122;0.0;9.968E8
1123;1600000.0;9.984E8
1124;0.0;9.984E8
1125;1600000.0;1.0E9
1126;1596800.0;1.0015968E9
1127;3200.0;1.0016E9
1128;1600000.0;1.0032E9
1129;0.0;1.0032E9
1130;1600000.0;1.0048E9
1131;0.0;1.0048E9
1132;1600000.0;1.0064E9
1133;0.0;1.0064E9
1134;1600000.0;1.008E9
1135;1596800.0;1.0095968E9
1136;3200.0;1.0096E9
1137;1600000.0;1.0112E9
1138;0.0;1.0112E9
1139;1600000.0;1.0128E9
1140;0.0;1.0128E9
1141;1600000.0;1.0144E9
1142;0.0;1.0144E9
1143;1600000.0;1.016E9
1144;1596800.0;1.0175968E9
1145;3200.0;1.0176E9
1146;1600000.0;1.0192E9
1147;0.0;1.0192E9
