time;energy
2470;470.0
2471;1200.0
2472;470.0
2473;1200.0
2474;470.0
2475;1200.0
2476;1198.54
2477;471.46
2478;1200.0
2479;470.0
2480;1200.0
2481;470.0
2482;1200.0
2483;470.0
2484;1200.0
2485;1198.54
2486;471.46
2487;1200.0
2488;470.0
2489;1200.0
2490;470.0
2491;1200.0
2492;470.0
2493;1200.0
2494;1198.54
2495;471.46
2496;1200.0
2497;470.0
2498;1200.0
2499;470.0
2500;1200.0
2501;470.0
2502;1200.0
2503;1198.54
2504;471.46
2505;1200.0
2506;470.0
2507;1200.0
2508;470.0
2509;1200.0
2510;470.0
2511;1200.0
2512;1198.54
2513;471.46
2514;1200.0
2515;470.0
2516;1200.0
2517;470.0
2518;1200.0
2519;470.0
2520;1200.0
2521;1198.54
2522;471.46
2523;1200.0
2524;470.0
2525;1200.0
2526;470.0
2527;1200.0
2528;470.0
2529;1200.0
2530;1198.54
2531;471.46
2532;1200.0
2533;470.0
2534;1200.0
2535;470.0
2536;1200.0
2537;470.0
2538;1200.0
2539;1198.54
2540;471.46
2541;1200.0
2542;470.0
2543;1200.0
2544;470.0
2545;1200.0
2546;470.0
2547;1200.0
2548;1198.54
2549;471.46
2550;1200.0
2551;470.0
2552;1200.0
2553;470.0
2554;1200.0
2555;470.0
2556;1200.0
2557;1198.54
2558;471.46
2559;1200.0
2560;470.0
2561;1200.0
2562;470.0
2563;1200.0
2564;470.0
2565;1200.0
2566;1198.54
2567;471.46
2568;1200.0
2569;470.0
2570;1200.0
2571;470.0
2572;1200.0
2573;470.0
2574;1200.0
2575;1198.54
2576;471.46
2577;1200.0
2578;470.0
2579;1200.0
2580;470.0
2581;1200.0
2582;470.0
2583;1200.0
2584;1198.54
2585;471.46
2586;1200.0
2587;470.0
2588;1200.0
2589;470.0
2590;1200.0
2591;470.0
2592;1200.0
2593;1198.54
2594;471.46
2595;1200.0
2596;470.0
2597;1200.0
2598;470.0
2599;1200.0
2600;470.0
2601;1200.0
2602;1198.54
2603;471.46
2604;1200.0
2605;470.0
2606;1200.0
2607;470.0
2608;1200.0
2609;470.0
2610;1200.0
2611;1198.54
2612;471.46
2613;1200.0
2614;470.0
2615;1200.0
2616;470.0
2617;1200.0
2618;470.0
2619;1200.0
2620;1198.54
2621;471.46
2622;1200.0
2623;470.0
2624;1200.0
2625;470.0
2626;1200.0
2627;470.0
2628;1200.0
2629;1198.54
2630;471.46
2631;1200.0
2632;470.0
2633;1200.0
2634;470.0
2635;1200.0
2636;470.0
2637;1200.0
2638;1198.54
2639;471.46
2640;1200.0
2641;470.0
2642;1200.0
2643;470.0
2644;1200.0
2645;470.0
2646;1200.0
2647;1198.54
2648;471.46
2649;1200.0
2650;470.0
2651;1200.0
2652;470.0
2653;1200.0
2654;470.0
2655;1200.0
2656;1198.54
2657;471.46
2658;1200.0
2659;470.0
2660;1200.0
2661;470.0
2662;1200.0
2663;470.0
2664;1200.0
2665;1198.54
2666;471.46
2667;1200.0
2668;470.0
2669;1200.0
2670;470.0
2671;1200.0
2672;470.0
2673;1200.0
2674;1198.54
2675;471.46
2676;1200.0
2677;470.0
2678;1200.0
2679;470.0
2680;1200.0
2681;470.0
2682;1200.0
2683;1198.54
2684;471.46
2685;1200.0
2686;470.0
2687;1200.0
2688;470.0
2689;1200.0
2690;470.0
2691;1200.0
2692;1198.54
2693;471.46
2694;1200.0
2695;470.0
2696;1200.0
2697;470.0
2698;1200.0
2699;470.0
2700;1200.0
2701;1198.54
2702;471.46
2703;1200.0
2704;470.0
2705;1200.0
2706;470.0
2707;1200.0
2708;470.0
2709;1200.0
2710;1198.54
2711;471.46
2712;1200.0
2713;470.0
2714;1200.0
2715;470.0
2716;1200.0
2717;470.0
2718;1200.0
2719;1198.54
2720;471.46
2721;1200.0
2722;470.0
2723;1200.0
2724;470.0
2725;1200.0
2726;470.0
2727;1200.0
2728;1198.54
2729;471.46
2730;1200.0
2731;470.0
2732;1200.0
2733;470.0
2734;1200.0
2735;470.0
2736;1200.0
2737;1198.54
2738;471.46
2739;1200.0
2740;470.0
2741;1200.0
2742;470.0
2743;1200.0
2744;470.0
2745;1200.0
2746;1198.54
2747;471.46
2748;1200.0
2749;470.0
2750;1200.0
2751;470.0
2752;1200.0
2753;470.0
2754;1200.0
2755;1198.54
2756;471.46
2757;1200.0
2758;470.0
2759;1200.0
2760;470.0
2761;1200.0
2762;470.0
2763;1200.0
2764;1198.54
2765;471.46
2766;1200.0
2767;470.0
2768;1200.0
2769;470.0
2770;1200.0
2771;470.0
2772;1200.0
2773;1198.54
2774;471.46
2775;1200.0
2776;470.0
2777;1200.0
2778;470.0
2779;1200.0
2780;470.0
2781;1200.0
2782;1198.54
2783;471.46
2784;1200.0
2785;470.0
2786;1200.0
2787;470.0
2788;1200.0
2789;470.0
2790;1200.0
2791;1198.54
2792;471.46
2793;1200.0
2794;470.0
2795;1200.0
2796;470.0
2797;1200.0
2798;470.0
2799;1200.0
2800;1198.54
2801;471.46
2802;1200.0
2803;470.0
2804;1200.0
2805;470.0
2806;1200.0
2807;470.0
2808;1200.0
2809;1198.54
2810;471.46
2811;1200.0
2812;470.0
2813;1200.0
2814;470.0
2815;1200.0
2816;470.0
2817;1200.0
2818;1198.54
2819;471.46
2820;1200.0
2821;470.0
2822;1200.0
2823;470.0
2824;1200.0
2825;470.0
2826;1200.0
2827;1198.54
2828;471.46
2829;1200.0
2830;470.0
2831;1200.0
2832;470.0
2833;1200.0
2834;470.0
2835;1200.0
2836;1198.54
2837;471.46
2838;1200.0
2839;470.0
2840;1200.0
2841;470.0
2842;1200.0
2843;470.0
2844;1200.0
2845;1198.54
2846;471.46
2847;1200.0
2848;470.0
2849;1200.0
2850;470.0
2851;1200.0
2852;470.0
2853;1200.0
2854;1198.54
2855;471.46
2856;1200.0
2857;470.0
2858;1200.0
2859;470.0
2860;1200.0
2861;470.0
2862;1200.0
2863;1198.54
2864;471.46
2865;1200.0
2866;470.0
2867;1200.0
2868;470.0
2869;1200.0
2870;470.0
2871;1200.0
2872;1198.54
2873;471.46
2874;1200.0
2875;470.0
2876;1200.0
2877;470.0
2878;1200.0
2879;470.0
2880;1200.0
2881;1198.54
2882;471.46
2883;1200.0
2884;470.0
2885;1200.0
2886;470.0
2887;1200.0
2888;470.0
2889;1200.0
2890;1198.54
2891;471.46
2892;1200.0
2893;470.0
2894;1200.0
2895;470.0
2896;1200.0
2897;470.0
2898;1200.0
2899;1198.54
2900;471.46
2901;1200.0
2902;470.0
2903;1200.0
2904;470.0
2905;1200.0
2906;470.0
2907;1200.0
2908;1198.54
2909;471.46
2910;1200.0
2911;470.0
2912;1200.0
2913;470.0
2914;1200.0
2915;470.0
2916;1200.0
2917;1198.54
2918;471.46
2919;1200.0
2920;470.0
2921;1200.0
2922;470.0
2923;1200.0
2924;470.0
2925;1200.0
2926;1198.54
