time;sci;sci cumulative
607;1.0000;0.0191
608;0.0000;0.0191
609;1.0000;0.0191
610;0.0000;0.0191
611;1.0000;0.0191
612;0.0000;0.0191
613;0.0000;0.0191
614;0.0225;0.0191
615;0.0000;0.0191
616;1.0000;0.0191
617;0.0000;0.0191
618;1.0000;0.0191
619;0.0000;0.0191
620;1.0000;0.0191
621;0.0000;0.0191
622;0.0000;0.0191
623;0.0225;0.0191
624;0.0000;0.0191
625;1.0000;0.0191
626;0.0000;0.0191
627;1.0000;0.0191
628;0.0000;0.0191
629;1.0000;0.0191
630;0.0000;0.0191
631;0.0000;0.0191
632;0.0225;0.0191
633;0.0000;0.0191
634;1.0000;0.0191
635;0.0000;0.0191
636;1.0000;0.0191
637;0.0000;0.0191
638;1.0000;0.0191
639;0.0000;0.0191
640;0.0000;0.0191
641;0.0225;0.0191
642;0.0000;0.0191
643;1.0000;0.0191
644;0.0000;0.0191
645;1.0000;0.0191
646;0.0000;0.0191
647;1.0000;0.0191
648;0.0000;0.0191
649;0.0000;0.0191
650;0.0225;0.0191
651;0.0000;0.0191
652;1.0000;0.0191
653;0.0000;0.0191
654;1.0000;0.0191
655;0.0000;0.0191
656;1.0000;0.0191
657;0.0000;0.0191
658;0.0000;0.0191
659;0.0225;0.0191
660;0.0000;0.0191
661;1.0000;0.0191
662;0.0000;0.0191
663;1.0000;0.0191
664;0.0000;0.0191
665;1.0000;0.0191
666;0.0000;0.0191
667;0.0000;0.0191
668;0.0225;0.0191
669;0.0000;0.0191
670;1.0000;0.0191
671;0.0000;0.0191
672;1.0000;0.0191
673;0.0000;0.0191
674;1.0000;0.0191
675;0.0000;0.0191
676;0.0000;0.0191
677;0.0225;0.0191
678;0.0000;0.0191
679;1.0000;0.0191
680;0.0000;0.0191
681;1.0000;0.0191
682;0.0000;0.0191
683;1.0000;0.0191
684;0.0000;0.0191
685;0.0000;0.0191
686;0.0225;0.0191
687;0.0000;0.0191
688;1.0000;0.0191
689;0.0000;0.0191
690;1.0000;0.0191
691;0.0000;0.0191
692;1.0000;0.0191
693;0.0000;0.0191
694;0.0000;0.0191
695;0.0225;0.0191
696;0.0000;0.0191
697;1.0000;0.0191
698;0.0000;0.0191
699;1.0000;0.0191
700;0.0000;0.0191
701;1.0000;0.0191
702;0.0000;0.0191
703;0.0000;0.0191
704;0.0225;0.0191
705;0.0000;0.0191
706;1.0000;0.0191
707;0.0000;0.0191
708;1.0000;0.0191
709;0.0000;0.0191
710;1.0000;0.0191
711;0.0000;0.0191
712;0.0000;0.0191
713;0.0225;0.0191
714;0.0000;0.0191
715;1.0000;0.0191
716;0.0000;0.0191
717;1.0000;0.0191
718;0.0000;0.0191
719;1.0000;0.0191
720;0.0000;0.0191
721;0.0000;0.0191
722;0.0225;0.0191
723;0.0000;0.0191
724;1.0000;0.0191
725;0.0000;0.0191
726;1.0000;0.0191
727;0.0000;0.0191
728;1.0000;0.0191
729;0.0000;0.0191
730;0.0000;0.0191
731;0.0225;0.0191
732;0.0000;0.0191
733;1.0000;0.0191
734;0.0000;0.0191
735;1.0000;0.0191
736;0.0000;0.0191
737;1.0000;0.0191
738;0.0000;0.0191
739;0.0000;0.0191
740;0.0225;0.0191
741;0.0000;0.0191
742;1.0000;0.0191
743;0.0000;0.0191
744;1.0000;0.0191
745;0.0000;0.0191
746;1.0000;0.0191
747;0.0000;0.0191
748;0.0000;0.0191
749;0.0225;0.0191
750;0.0000;0.0191
751;1.0000;0.0191
752;0.0000;0.0191
753;1.0000;0.0191
754;0.0000;0.0191
755;1.0000;0.0191
756;0.0000;0.0191
757;0.0000;0.0191
758;0.0225;0.0191
759;0.0000;0.0191
760;1.0000;0.0191
761;0.0000;0.0191
762;1.0000;0.0191
763;0.0000;0.0191
764;1.0000;0.0191
765;0.0000;0.0191
766;0.0000;0.0191
767;0.0225;0.0191
768;0.0000;0.0191
769;1.0000;0.0191
770;0.0000;0.0191
771;1.0000;0.0191
772;0.0000;0.0191
773;1.0000;0.0191
774;0.0000;0.0191
775;0.0000;0.0191
776;0.0225;0.0191
777;0.0000;0.0191
778;1.0000;0.0191
779;0.0000;0.0191
780;1.0000;0.0191
781;0.0000;0.0191
782;1.0000;0.0191
783;0.0000;0.0191
784;0.0000;0.0191
785;0.0225;0.0191
786;0.0000;0.0191
787;1.0000;0.0191
788;0.0000;0.0191
789;1.0000;0.0191
790;0.0000;0.0191
791;1.0000;0.0191
792;0.0000;0.0191
793;0.0000;0.0191
794;0.0225;0.0191
795;0.0000;0.0191
796;1.0000;0.0191
797;0.0000;0.0191
798;1.0000;0.0191
799;0.0000;0.0191
800;1.0000;0.0191
801;0.0000;0.0191
802;0.0000;0.0191
803;0.0225;0.0191
804;0.0000;0.0191
805;1.0000;0.0191
806;0.0000;0.0191
807;1.0000;0.0191
808;0.0000;0.0191
809;1.0000;0.0191
810;0.0000;0.0191
811;0.0000;0.0191
812;0.0225;0.0191
813;0.0000;0.0191
814;1.0000;0.0191
815;0.0000;0.0191
816;1.0000;0.0191
817;0.0000;0.0191
818;1.0000;0.0191
819;0.0000;0.0191
820;0.0000;0.0191
821;0.0225;0.0191
822;0.0000;0.0191
823;1.0000;0.0191
824;0.0000;0.0191
825;1.0000;0.0191
826;0.0000;0.0191
827;1.0000;0.0191
828;0.0000;0.0191
829;0.0000;0.0191
830;0.0225;0.0191
831;0.0000;0.0191
832;1.0000;0.0191
833;0.0000;0.0191
834;1.0000;0.0191
835;0.0000;0.0191
836;1.0000;0.0191
837;0.0000;0.0191
838;0.0000;0.0191
839;0.0225;0.0191
840;0.0000;0.0191
841;1.0000;0.0191
842;0.0000;0.0191
843;1.0000;0.0191
844;0.0000;0.0191
845;1.0000;0.0191
846;0.0000;0.0191
847;0.0000;0.0191
848;0.0225;0.0191
849;0.0000;0.0191
850;1.0000;0.0191
851;0.0000;0.0191
852;1.0000;0.0191
853;0.0000;0.0191
854;1.0000;0.0191
855;0.0000;0.0191
856;0.0000;0.0191
857;0.0225;0.0191
858;0.0000;0.0191
859;1.0000;0.0191
860;0.0000;0.0191
861;1.0000;0.0191
862;0.0000;0.0191
863;1.0000;0.0191
864;0.0000;0.0191
865;0.0000;0.0191
866;0.0225;0.0191
867;0.0000;0.0191
868;1.0000;0.0191
869;0.0000;0.0191
870;1.0000;0.0191
871;0.0000;0.0191
872;1.0000;0.0191
873;0.0000;0.0191
874;0.0000;0.0191
875;0.0225;0.0191
876;0.0000;0.0191
877;1.0000;0.0191
878;0.0000;0.0191
879;1.0000;0.0191
880;0.0000;0.0191
881;1.0000;0.0191
882;0.0000;0.0191
883;0.0000;0.0191
884;0.0225;0.0191
885;0.0000;0.0191
886;1.0000;0.0191
887;0.0000;0.0191
888;1.0000;0.0191
889;0.0000;0.0191
890;1.0000;0.0191
891;0.0000;0.0191
892;0.0000;0.0191
893;0.0225;0.0191
894;0.0000;0.0191
895;1.0000;0.0191
896;0.0000;0.0191
897;1.0000;0.0191
898;0.0000;0.0191
899;1.0000;0.0191
900;0.0000;0.0191
901;0.0000;0.0191
902;0.0225;0.0191
903;0.0000;0.0191
904;1.0000;0.0191
905;0.0000;0.0191
906;1.0000;0.0191
907;0.0000;0.0191
908;1.0000;0.0191
909;0.0000;0.0191
910;0.0000;0.0191
911;0.0225;0.0191
912;0.0000;0.0191
913;1.0000;0.0191
914;0.0000;0.0191
915;1.0000;0.0191
916;0.0000;0.0191
917;1.0000;0.0191
918;0.0000;0.0191
919;0.0000;0.0191
920;0.0225;0.0191
921;0.0000;0.0191
922;1.0000;0.0191
923;0.0000;0.0191
924;1.0000;0.0191
925;0.0000;0.0191
926;1.0000;0.0191
927;0.0000;0.0191
928;0.0000;0.0191
929;0.0225;0.0191
930;0.0000;0.0191
931;1.0000;0.0191
932;0.0000;0.0191
933;1.0000;0.0191
934;0.0000;0.0191
935;1.0000;0.0191
936;0.0000;0.0191
937;0.0000;0.0191
938;0.0225;0.0191
939;0.0000;0.0191
940;1.0000;0.0191
941;0.0000;0.0191
942;1.0000;0.0191
943;0.0000;0.0191
944;1.0000;0.0191
945;0.0000;0.0191
946;0.0000;0.0191
947;0.0225;0.0191
948;0.0000;0.0191
949;1.0000;0.0191
950;0.0000;0.0191
951;1.0000;0.0191
952;0.0000;0.0191
953;1.0000;0.0191
954;0.0000;0.0191
955;0.0000;0.0191
956;0.0225;0.0191
957;0.0000;0.0191
958;1.0000;0.0191
959;0.0000;0.0191
960;1.0000;0.0191
961;0.0000;0.0191
962;1.0000;0.0191
963;0.0000;0.0191
964;0.0000;0.0191
965;0.0225;0.0191
966;0.0000;0.0191
967;1.0000;0.0191
968;0.0000;0.0191
969;1.0000;0.0191
970;0.0000;0.0191
971;1.0000;0.0191
972;0.0000;0.0191
973;0.0000;0.0191
974;0.0225;0.0191
975;0.0000;0.0191
976;1.0000;0.0191
977;0.0000;0.0191
978;1.0000;0.0191
979;0.0000;0.0191
980;1.0000;0.0191
981;0.0000;0.0191
982;0.0000;0.0191
983;0.0225;0.0191
984;0.0000;0.0191
985;1.0000;0.0191
986;0.0000;0.0191
987;1.0000;0.0191
988;0.0000;0.0191
989;1.0000;0.0191
990;0.0000;0.0191
991;0.0000;0.0191
992;0.0225;0.0191
993;0.0000;0.0191
994;1.0000;0.0191
995;0.0000;0.0191
996;1.0000;0.0191
997;0.0000;0.0191
998;1.0000;0.0191
999;0.0000;0.0191
1000;0.0000;0.0191
1001;0.0225;0.0191
1002;0.0000;0.0191
1003;1.0000;0.0191
1004;0.0000;0.0191
1005;1.0000;0.0191
1006;0.0000;0.0191
1007;1.0000;0.0191
1008;0.0000;0.0191
1009;0.0000;0.0191
1010;0.0225;0.0191
1011;0.0000;0.0191
1012;1.0000;0.0191
1013;0.0000;0.0191
1014;1.0000;0.0191
1015;0.0000;0.0191
1016;1.0000;0.0191
1017;0.0000;0.0191
1018;0.0000;0.0191
1019;0.0225;0.0191
1020;0.0000;0.0191
1021;1.0000;0.0191
1022;0.0000;0.0191
1023;1.0000;0.0191
1024;0.0000;0.0191
1025;0.0449;0.0191
1026;0.0000;0.0191
1027;0.0000;0.0191
1028;0.0225;0.0191
1029;0.0000;0.0191
1030;1.0000;0.0191
1031;0.0000;0.0191
1032;1.0000;0.0191
1033;0.0000;0.0191
1034;1.0000;0.0191
1035;0.0000;0.0191
1036;0.0000;0.0191
1037;0.0225;0.0191
1038;0.0000;0.0191
1039;1.0000;0.0191
1040;0.0000;0.0191
1041;1.0000;0.0191
1042;0.0000;0.0191
1043;1.0000;0.0191
1044;0.0000;0.0191
1045;0.0000;0.0191
1046;0.0225;0.0191
1047;0.0000;0.0191
1048;1.0000;0.0191
1049;0.0000;0.0191
1050;1.0000;0.0191
1051;0.0000;0.0191
1052;1.0000;0.0191
1053;0.0000;0.0191
1054;0.0000;0.0191
1055;0.0225;0.0191
1056;0.0000;0.0191
1057;1.0000;0.0191
1058;0.0000;0.0191
1059;1.0000;0.0191
1060;0.0000;0.0191
1061;1.0000;0.0191
1062;0.0000;0.0191
1063;0.0000;0.0191
1064;0.0225;0.0191
1065;0.0000;0.0191
1066;1.0000;0.0191
1067;0.0000;0.0191
1068;1.0000;0.0191
1069;0.0000;0.0191
1070;1.0000;0.0191
1071;0.0000;0.0191
1072;0.0000;0.0191
1073;0.0225;0.0191
1074;0.0000;0.0191
1075;1.0000;0.0191
1076;0.0000;0.0191
1077;1.0000;0.0191
1078;0.0000;0.0191
1079;1.0000;0.0191
1080;0.0000;0.0191
1081;0.0000;0.0191
1082;0.0225;0.0191
1083;0.0000;0.0191
1084;1.0000;0.0191
1085;0.0000;0.0191
1086;1.0000;0.0191
1087;0.0000;0.0191
1088;1.0000;0.0191
1089;0.0000;0.0191
1090;0.0000;0.0191
1091;0.0225;0.0191
1092;0.0000;0.0191
1093;1.0000;0.0191
1094;0.0000;0.0191
1095;1.0000;0.0191
1096;0.0000;0.0191
1097;1.0000;0.0191
1098;0.0000;0.0191
1099;0.0000;0.0191
1100;0.0225;0.0191
1101;0.0000;0.0191
1102;1.0000;0.0191
1103;0.0000;0.0191
1104;1.0000;0.0191
1105;0.0000;0.0191
1106;1.0000;0.0191
1107;0.0000;0.0191
1108;0.0000;0.0191
1109;0.0225;0.0191
1110;0.0000;0.0191
1111;1.0000;0.0191
1112;0.0000;0.0191
1113;1.0000;0.0191
1114;0.0000;0.0191
1115;1.0000;0.0191
1116;0.0000;0.0191
1117;0.0000;0.0191
1118;0.0225;0.0191
1119;0.0000;0.0191
1120;1.0000;0.0191
1121;0.0000;0.0191
1122;1.0000;0.0191
1123;0.0000;0.0191
1124;1.0000;0.0191
1125;0.0000;0.0191
1126;0.0000;0.0191
1127;0.0225;0.0191
1128;0.0000;0.0191
1129;1.0000;0.0191
1130;0.0000;0.0191
1131;1.0000;0.0191
1132;0.0000;0.0191
1133;1.0000;0.0191
1134;0.0000;0.0191
1135;0.0000;0.0191
1136;0.0225;0.0191
1137;0.0000;0.0191
1138;1.0000;0.0191
1139;0.0000;0.0191
1140;1.0000;0.0191
1141;0.0000;0.0191
1142;1.0000;0.0191
1143;0.0000;0.0191
1144;0.0000;0.0191
1145;0.0225;0.0191
1146;0.0000;0.0191
1147;1.0000;0.0191
1148;0.0000;0.0191
1149;1.0000;0.0191
1150;0.0000;0.0191
